createdAt,information.client_name,information.language,information.recording_file_url,information.sessionId
2023-03-06T08:13:09.006Z,Maia,Tamil,,6405a094527e0c6c0bfdfe94
2023-03-12T05:38:30.231Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/29107cac-7a4a-4446-b5a0-ee34db90baed.mp3,29107cac-7a4a-4446-b5a0-ee34db90baed
2023-03-12T05:31:27.065Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/30796688-4d80-48ec-9c5a-c497e8be2263.mp3,30796688-4d80-48ec-9c5a-c497e8be2263
2023-03-12T05:29:35.539Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/bcb6b264-6a4c-49bd-b424-d09d32bf1306.mp3,bcb6b264-6a4c-49bd-b424-d09d32bf1306
2023-03-12T05:23:32.210Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/788bc3fe-97ad-4cef-94c7-55bd0d00b698.mp3,788bc3fe-97ad-4cef-94c7-55bd0d00b698
2023-03-12T05:22:00.628Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/d289226b-e2c5-46e0-828c-f5b2f1aaec1e.mp3,d289226b-e2c5-46e0-828c-f5b2f1aaec1e
2023-03-12T05:16:28.537Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/809bd59d-3005-4dcb-83d5-62aca53e3248.mp3,809bd59d-3005-4dcb-83d5-62aca53e3248
2023-03-12T05:14:16.159Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/ea97195b-83b6-49ae-82b5-88dc1bf19e71.mp3,ea97195b-83b6-49ae-82b5-88dc1bf19e71
2023-03-12T05:06:33.628Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/184c9a6c-0a63-4de6-b5f8-b8c6b456ff4e.mp3,184c9a6c-0a63-4de6-b5f8-b8c6b456ff4e
2023-03-12T04:59:08.255Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/b662dc87-d654-4e3f-b79a-4ce531c74a0a.mp3,b662dc87-d654-4e3f-b79a-4ce531c74a0a
2023-03-12T04:56:03.236Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/b9261dd0-9c5b-43e2-b519-54f554f6dab5.mp3,b9261dd0-9c5b-43e2-b519-54f554f6dab5
2023-03-12T04:54:16.291Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/d376d639-8346-4aae-beaa-719575ddb649.mp3,d376d639-8346-4aae-beaa-719575ddb649
2023-03-12T04:49:10.991Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/ac19111e-cec5-4a75-8be5-65b1255e0693.mp3,ac19111e-cec5-4a75-8be5-65b1255e0693
2023-03-12T04:46:40.080Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/d83fb697-cc2c-44cc-ba05-aa9867a99385.mp3,d83fb697-cc2c-44cc-ba05-aa9867a99385
2023-03-11T14:24:16.555Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/94b1723d-1494-464a-8835-4e1cf4d5727a.mp3,94b1723d-1494-464a-8835-4e1cf4d5727a
2023-03-11T14:21:24.584Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/a673c959-9b16-4c8f-8230-d699fe475fe2.mp3,a673c959-9b16-4c8f-8230-d699fe475fe2
2023-03-11T14:17:50.912Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/a0397932-eba9-4063-9d1d-bc91aa5dc4c0.mp3,a0397932-eba9-4063-9d1d-bc91aa5dc4c0
2023-03-11T14:15:04.732Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/854a2bab-3a53-4297-b646-cfaa781e1cc0.mp3,854a2bab-3a53-4297-b646-cfaa781e1cc0
2023-03-11T14:06:34.689Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/b8df7bc0-97ff-44b2-a1ea-1fece71b666c.mp3,b8df7bc0-97ff-44b2-a1ea-1fece71b666c
2023-03-11T14:02:29.744Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/3edddbba-e626-4db6-b0d8-11c16f2f817c.mp3,3edddbba-e626-4db6-b0d8-11c16f2f817c
2023-03-11T13:59:54.292Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/750da713-5fd7-4ad5-8050-ffeebfe87132.mp3,750da713-5fd7-4ad5-8050-ffeebfe87132
2023-03-11T13:56:23.916Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/76d05977-3265-4369-8bb8-a1912bade5f1.mp3,76d05977-3265-4369-8bb8-a1912bade5f1
2023-03-11T13:53:28.946Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/7a620674-dd47-45db-a380-f6363670fbb9.mp3,7a620674-dd47-45db-a380-f6363670fbb9
2023-03-11T13:51:43.475Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/ad2e15ec-8151-4200-92f7-cb4e1988fdd7.mp3,ad2e15ec-8151-4200-92f7-cb4e1988fdd7
2023-03-11T13:49:18.337Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/9683b24f-0508-4d7b-9183-aef34a8fd7ec.mp3,9683b24f-0508-4d7b-9183-aef34a8fd7ec
2023-03-11T13:39:52.350Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/883b0f60-3b88-48bb-88ec-573259e93fa0.mp3,883b0f60-3b88-48bb-88ec-573259e93fa0
2023-03-11T13:34:16.818Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/827e396c-b264-4928-97d2-54bc1c1ae135.mp3,827e396c-b264-4928-97d2-54bc1c1ae135
2023-03-11T13:32:31.663Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/8dc60707-d906-48fd-8f7d-f8113beea0b1.mp3,8dc60707-d906-48fd-8f7d-f8113beea0b1
2023-03-11T13:30:11.491Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/b25c701d-b31c-4b31-bf35-df7f315e759a.mp3,b25c701d-b31c-4b31-bf35-df7f315e759a
2023-03-11T13:28:21.186Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/60b082cb-6321-4485-9584-584d2235fb43.mp3,60b082cb-6321-4485-9584-584d2235fb43
2023-03-11T13:25:23.804Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/e0416431-7d97-429c-a4f4-59fe19e4d603.mp3,e0416431-7d97-429c-a4f4-59fe19e4d603
2023-03-11T13:24:00.962Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/6e99062d-e986-4cb3-96d0-716d2a71a19d.mp3,6e99062d-e986-4cb3-96d0-716d2a71a19d
2023-03-11T13:21:55.776Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/a845f13c-975e-483f-981b-c10c5796276c.mp3,a845f13c-975e-483f-981b-c10c5796276c
2023-03-11T13:20:00.573Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/d6ee25c8-0c1f-47e3-ba1c-9344c8ca57e8.mp3,d6ee25c8-0c1f-47e3-ba1c-9344c8ca57e8
2023-03-11T13:16:35.199Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/e736ed6d-6857-44e4-85c8-af3e1b1ae95f.mp3,e736ed6d-6857-44e4-85c8-af3e1b1ae95f
2023-03-11T13:13:54.921Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/fd032c4d-3961-430d-858f-4ddbca9dd27e.mp3,fd032c4d-3961-430d-858f-4ddbca9dd27e
2023-03-11T13:12:15.269Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/76ca01d3-3150-4d1c-8e67-19b8c0a2fa3a.mp3,76ca01d3-3150-4d1c-8e67-19b8c0a2fa3a
2023-03-11T12:10:33.897Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/b6190985-085c-41d1-bbe6-3447d0c2d4ea.mp3,b6190985-085c-41d1-bbe6-3447d0c2d4ea
2023-03-11T12:06:47.981Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/10bdc4e3-d202-46eb-ace8-2d7b5c7c2f26.mp3,10bdc4e3-d202-46eb-ace8-2d7b5c7c2f26
2023-03-11T12:03:58.427Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/ad0bab04-be80-4278-840f-a606531a77f1.mp3,ad0bab04-be80-4278-840f-a606531a77f1
2023-03-11T11:44:55.263Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/8987f55b-0cc2-4114-8429-27edec189137.mp3,8987f55b-0cc2-4114-8429-27edec189137
2023-03-11T11:42:41.801Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/7e9dec15-02b3-4249-909d-9fee518f2de2.mp3,7e9dec15-02b3-4249-909d-9fee518f2de2
2023-03-11T11:41:25.468Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/dbc94297-903a-4ff3-ad25-0a7bf71734ab.mp3,dbc94297-903a-4ff3-ad25-0a7bf71734ab
2023-03-11T11:39:41.736Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/a441d6dc-607a-40ea-b167-fa026b6eed3c.mp3,a441d6dc-607a-40ea-b167-fa026b6eed3c
2023-03-11T11:37:31.123Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/37d01bb3-c160-4096-947e-0703dd3babc2.mp3,37d01bb3-c160-4096-947e-0703dd3babc2
2023-03-11T11:36:05.894Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/94b01ec9-b32c-4df2-87b5-ceab2d49e599.mp3,94b01ec9-b32c-4df2-87b5-ceab2d49e599
2023-03-11T11:33:25.513Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/e46af8d0-0931-40e7-9757-4f338bc3b924.mp3,e46af8d0-0931-40e7-9757-4f338bc3b924
2023-03-11T11:28:15.182Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/5d6b1545-9185-4244-a03d-07264ab759bb.mp3,5d6b1545-9185-4244-a03d-07264ab759bb
2023-03-11T11:22:14.675Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/13929704-696c-4ee7-994c-e86fa180f753.mp3,13929704-696c-4ee7-994c-e86fa180f753
2023-03-11T11:17:33.289Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/47505361-540c-47de-a54a-284a433bd795.mp3,47505361-540c-47de-a54a-284a433bd795
2023-03-11T11:14:26.402Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/6ad3fe7a-fd3d-4ebf-9815-f4a3c187769d.mp3,6ad3fe7a-fd3d-4ebf-9815-f4a3c187769d
2023-03-11T11:10:48.634Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/dbdea14f-13b2-43af-9d13-b097faa2da7b.mp3,dbdea14f-13b2-43af-9d13-b097faa2da7b
2023-03-11T11:08:36.290Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/aaa60b94-9b24-4d39-8d3b-cccdb72ee002.mp3,aaa60b94-9b24-4d39-8d3b-cccdb72ee002
2023-03-11T11:03:48.009Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/4e9b1f81-ebe0-4ed9-9443-a759096c03e1.mp3,4e9b1f81-ebe0-4ed9-9443-a759096c03e1
2023-03-11T11:01:38.601Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/bbcc4c1c-6b20-4714-b8f7-53f329a18bb9.mp3,bbcc4c1c-6b20-4714-b8f7-53f329a18bb9
2023-03-11T10:57:12.865Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/fe43d725-956c-48a5-b197-b58d57c0f6b4.mp3,fe43d725-956c-48a5-b197-b58d57c0f6b4
2023-03-11T10:55:07.383Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/a604656d-bec2-49f8-b98b-94c6146ec3f5.mp3,a604656d-bec2-49f8-b98b-94c6146ec3f5
2023-03-11T10:54:01.287Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/1e947787-67b2-4d6a-9098-df05b250608a.mp3,1e947787-67b2-4d6a-9098-df05b250608a
2023-03-11T10:51:46.991Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/ad817014-8471-4bb0-9950-456505263561.mp3,ad817014-8471-4bb0-9950-456505263561
2023-03-11T10:48:45.059Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/6bd30e53-15ea-4dda-8328-5497eee649d8.mp3,6bd30e53-15ea-4dda-8328-5497eee649d8
2023-03-11T10:47:31.580Z,Maia,Tamil,https://saarthistorage.blob.core.windows.net/saarthicalls/714c477c-b7f3-480f-88cd-64520d4a1f2a.mp3,714c477c-b7f3-480f-88cd-64520d4a1f2a
